X,Y
-11.95,7.86
-11.95,7.86
-11.95,7.86
-136.81,10.68
-136.81,10.68
-136.81,10.68
-136.81,10.68
123.78,31.82
123.78,31.82
123.78,31.82
123.78,31.82
10.56,52.06
10.56,52.06
10.56,52.06
10.56,52.06
164.54,72.84
164.54,72.84
164.54,72.84
43.14,-14.76
43.14,-14.76
43.14,-14.76
43.14,-14.76
-5.49,-32.10
-5.49,-32.10
-5.49,-32.10
-5.49,-32.10
-23.82,-38.62
-23.82,-38.62
-23.82,-38.62
-23.82,-38.62
-13.82,-39.36
-13.82,-39.36
-13.82,-39.36
-13.82,-39.36
-135.06,-2.54
-135.06,-2.54
-135.06,-2.54
-134.38,-2.57
-167.42,-19.41
-167.42,-19.41
-167.42,-19.41
31.05,34.36
31.05,34.36
31.05,34.36
31.05,34.36
143.41,-8.06
143.41,-8.06
143.41,-8.06
143.41,-8.06
52.14,-18.92
52.14,-18.92
52.14,-18.92
52.14,-18.92
5.55,-7.44
5.55,-7.44
5.55,-7.44
5.55,-7.44
-34.01,-32.83
-34.01,-32.83
-34.01,-32.83
-34.01,-32.83
-26.18,-23.90
-26.18,-23.90
-26.18,-23.90
-32.85,-48.06
-32.85,-48.06
-32.85,-48.06
-32.85,-48.06
-136.33,11.63
-136.33,11.63
-136.33,11.63
-136.33,11.63
32.27,23.15
32.27,23.15
32.27,23.15
32.27,23.15
139.50,16.78
139.50,16.78
139.50,16.78
10.97,4.85
27.65,-20.00
27.65,-20.00
27.65,-20.00
36.73,-6.96
36.73,-6.96
36.73,-6.96
36.73,-6.96
-33.77,-24.40
-33.77,-24.40
-33.77,-24.40
-33.77,-24.40
-10.25,-13.65
-10.25,-13.65
-10.25,-13.65
-10.25,-13.65
-24.58,-19.86
-24.58,-19.86
-24.58,-19.86
-24.58,-19.86
-135.48,7.43
-135.48,7.43
-135.48,7.43
-137.01,15.35
139.30,15.78
139.30,15.78
139.30,15.78
-175.03,75.32
-175.03,75.32
-175.03,75.32
-175.03,75.32
144.66,27.09
144.66,27.09
144.66,27.09
144.66,27.09
44.68,6.09
44.68,6.09
44.68,6.09
44.68,6.09
-6.63,-19.60
-6.63,-19.60
-6.63,-19.60
-6.61,-20.09
-8.27,-20.02
-8.27,-20.02
-8.27,-20.02
-23.51,-17.65
-23.51,-17.65
-23.51,-17.65
-23.51,-17.65
-139.38,10.25
-139.38,10.25
-139.38,10.25
-139.38,10.25
152.32,24.85
152.32,24.85
152.32,24.85
152.32,24.85
5.56,59.48
5.56,59.48
5.56,59.48
6.30,77.35
69.71,-15.03
69.71,-15.03
69.71,-15.03
38.81,26.11
38.81,26.11
38.81,26.11
38.81,26.11
-36.25,0.72
-36.25,0.72
-36.25,0.72
-36.25,0.72
-35.64,-29.42
-35.64,-29.42
-35.64,-29.42
-35.64,-29.42
7.42,7.75
7.42,7.75
7.42,7.75
7.42,7.75
-156.76,-39.47
-156.76,-39.47
-156.76,-39.47
-156.76,-39.47
-135.64,8.59
-135.64,8.59
-135.64,8.59
-47.69,29.63
47.74,29.56
47.74,29.56
47.74,29.56
45.24,26.29
45.24,26.29
45.24,26.29
45.24,26.29
125.13,34.66
125.13,34.66
125.13,34.66
125.13,34.66
29.34,34.62
29.34,34.62
29.34,34.62
29.34,34.62
-39.18,9.54
-39.18,9.54
-39.18,9.54
-39.18,9.54
-33.84,16.81
-33.84,16.81
-33.84,16.81
-32.14,16.03
-16.93,-1.83
-16.93,-1.83
-16.93,-1.83
-126.31,-11.21
-126.31,-11.21
-126.31,-11.21
-126.31,-11.21
-149.43,18.07
-149.43,18.07
-149.43,18.07
-149.43,18.07
35.75,53.43
35.75,53.43
35.75,53.43
35.75,53.43
158.73,35.41
158.73,35.41
158.73,35.41
38.05,22.27
38.05,22.27
38.05,22.27
38.05,22.27
30.67,9.34
30.67,9.34
30.67,9.34
30.67,9.34
-29.77,-33.06
-29.77,-33.06
-29.77,-33.06
-29.77,-33.06
32.98,6.46
32.98,6.46
32.98,6.46
32.98,6.46
-61.87,4.73
-61.87,4.73
-61.87,4.73
-61.87,4.73
-141.02,17.14
-141.02,17.14
-141.02,17.14
-141.02,17.14
93.79,2.22
93.79,2.22
93.79,2.22
59.33,-26.70
66.09,-20.92
66.09,-20.92
66.09,-20.92
26.33,-26.86
26.33,-26.86
26.33,-26.86
26.33,-26.86
44.07,3.06
44.07,3.06
44.07,3.06
44.07,3.06
-20.98,-27.35
-20.98,-27.35
-20.98,-27.35
-20.98,-27.35
-20.70,-26.84
-20.70,-26.84
-20.70,-26.84
-20.70,-26.84
-42.30,-17.37
-42.30,-17.37
-42.30,-17.37
-147.92,-28.57
-139.33,-25.35
-139.33,-25.35
-139.33,-25.35
164.22,-0.85
164.22,-0.85
164.22,-0.85
164.22,-0.85
0.32,19.34
0.32,19.34
0.32,19.34
0.32,19.34
168.00,4.39
168.00,4.39
168.00,4.39
168.00,4.39
43.74,-12.39
43.74,-12.39
43.74,-12.39
44.15,-12.48
-17.82,-29.30
-17.82,-29.30
-17.82,-29.30
-30.71,-33.76
-30.71,-33.76
-30.71,-33.76
-30.71,-33.76
-2.59,-27.43
-2.59,-27.43
-2.59,-27.43
-2.59,-27.43
-52.11,-37.69
-52.11,-37.69
-52.11,-37.69
-52.11,-37.69
-137.10,15.72
-137.10,15.72
-137.10,15.72
-137.10,15.72
117.67,21.48
117.67,21.48
117.67,21.48
-179.74,37.90
-179.74,37.90
-179.74,37.90
-179.74,37.90
23.52,38.97
23.52,38.97
23.52,38.97
23.52,38.97
10.11,1.55
10.11,1.55
10.11,1.55
10.11,1.55
-39.38,-19.49
-39.38,-19.49
-39.38,-19.49
-39.38,-19.49
-19.48,-30.07
-19.48,-30.07
-19.48,-30.07
-22.55,-35.17
17.31,-33.40
17.31,-33.40
17.31,-33.40
-141.20,27.60
-141.20,27.60
-141.20,27.60
-141.20,27.60
139.44,35.34
139.44,35.34
139.44,35.34
139.44,35.34
8.37,37.60
8.37,37.60
8.37,37.60
8.37,37.60
47.97,26.65
47.97,26.65
47.97,26.65
47.97,26.65
44.83,-4.44
44.83,-4.44
44.83,-4.44
65.28,-5.72
26.53,-32.33
26.53,-32.33
26.53,-32.33
13.96,-19.52
13.96,-19.52
13.96,-19.52
13.96,-19.52
9.23,-34.29
9.23,-34.29
9.23,-34.29
9.23,-34.29
-139.99,-0.98
-139.99,-0.98
-139.99,-0.98
-139.99,-0.98
172.95,40.16
172.95,40.16
172.95,40.16
172.95,40.16
20.92,45.21
20.92,45.21
20.92,45.21
160.49,38.58
160.41,38.56
160.41,38.56
160.41,38.56
26.04,-10.05
26.04,-10.05
26.04,-10.05
26.04,-10.05
9.27,16.58
9.27,16.58
9.27,16.58
9.27,16.58
-38.29,-21.61
-38.29,-21.61
-38.29,-21.61
-38.29,-21.61
14.97,5.30
14.97,5.30
14.97,5.30
14.97,5.30
-42.80,-12.18
-42.80,-12.18
-42.80,-12.18
-148.08,7.93
-135.38,6.64
-135.38,6.64
-135.38,6.64
51.80,20.47
51.80,20.47
51.80,20.47
51.80,20.47
43.89,37.02
43.89,37.02
43.89,37.02
43.89,37.02
46.78,-0.69
46.78,-0.69
46.78,-0.69
46.78,-0.69
36.78,-15.07
36.78,-15.07
36.78,-15.07
36.78,-15.07
-23.47,-33.07
-23.47,-33.07
-23.47,-33.07
-26.98,6.86
-32.90,6.56
-32.90,6.56
-32.90,6.56
-47.23,-7.22
-47.35,-7.21
-47.35,-7.21
-47.35,-7.21
-135.08,2.94
-135.08,2.94
-135.08,2.94
-135.08,2.94
139.66,-32.21
139.66,-32.21
139.66,-32.21
139.66,-32.21
-26.94,21.74
-26.94,21.74
-26.94,21.74
-26.94,21.74
145.95,14.04
145.95,14.04
145.95,14.04
44.74,-4.84
44.68,-4.84
44.68,-4.84
44.68,-4.84
-37.60,-12.76
-37.60,-12.76
-37.60,-12.76
-37.60,-12.76
-33.49,-30.60
-33.49,-30.60
-33.49,-30.60
-33.49,-30.60
-30.99,-26.78
-30.99,-26.78
-30.99,-26.78
-30.99,-26.78
-119.11,-25.90
-119.11,-25.90
-119.11,-25.90
-138.19,-19.47
-146.06,-15.29
-146.06,-15.29
-146.06,-15.29
18.23,28.91
18.23,28.91
18.23,28.91
18.23,28.91
177.53,9.80
177.53,9.80
177.53,9.80
177.53,9.80
38.53,19.07
38.53,19.07
38.53,19.07
38.53,19.07
-10.48,13.12
-10.48,13.12
-10.48,13.12
-10.48,13.12
-31.70,-23.78
-31.70,-23.78
-31.70,-23.78
-17.87,-12.87
-17.87,-12.87
-17.87,-12.87
-17.87,-12.87
-139.56,-47.41
-139.56,-47.41
-139.56,-47.41
-139.56,-47.41
-162.38,0.00
-162.38,0.00
-162.38,0.00
-162.38,0.00
134.15,38.31
134.15,38.31
134.15,38.31
134.15,38.31
148.06,43.23
148.06,43.23
148.06,43.23
37.87,-10.53
39.16,-10.35
39.16,-10.35
39.16,-10.35
32.03,21.84
32.03,21.84
32.03,21.84
32.03,21.84
-37.80,-11.99
-37.80,-11.99
-37.80,-11.99
-37.80,-11.99
-28.45,-18.81
-28.45,-18.81
-28.45,-18.81
-28.45,-18.81
12.56,-33.23
12.56,-33.23
12.56,-33.23
170.22,-25.35
-139.89,10.33
-139.89,10.33
-139.89,10.33
155.42,28.19
155.42,28.19
155.42,28.19
155.42,28.19
52.55,29.07
52.55,29.07
52.55,29.07
52.55,29.07
155.25,40.37
155.25,40.37
155.25,40.37
155.25,40.37
38.59,22.87
38.59,22.87
38.59,22.87
-21.90,5.57
-22.02,5.57
-22.02,5.57
-22.02,5.57
-22.76,-35.42
-22.76,-35.42
-22.76,-35.42
-22.76,-35.42
29.09,-13.19
29.09,-13.19
29.09,-13.19
29.09,-13.19
-137.16,-11.31
-137.16,-11.31
-137.16,-11.31
-137.16,-11.31
176.30,0.56
176.30,0.56
176.30,0.56
6.36,2.12
57.94,1.13
57.94,1.13
57.94,1.13
116.91,12.98
116.91,12.98
116.91,12.98
116.91,12.98
47.78,10.44
47.78,10.44
47.78,10.44
47.78,10.44
-7.36,-13.37
-7.36,-13.37
-7.36,-13.37
-7.36,-13.37
-34.11,-35.80
-34.11,-35.80
-34.11,-35.80
-34.11,-35.80
-36.62,-17.17
-36.62,-17.17
-36.62,-17.17
-128.95,-10.33
-128.80,-10.30
-128.80,-10.30
-128.80,-10.30
-171.74,-0.11
-171.74,-0.11
-171.74,-0.11
-171.74,-0.11
3.34,32.76
3.34,32.76
3.34,32.76
3.34,32.76
150.92,22.66
150.92,22.66
150.92,22.66
150.92,22.66
38.52,25.61
38.52,25.61
38.52,25.61
38.52,25.61
-23.33,8.68
-23.33,8.68
-23.33,8.68
-33.85,-34.43
-33.74,-34.48
-33.74,-34.48
-33.74,-34.48
-5.37,2.55
-5.37,2.55
-5.37,2.55
-5.37,2.55
-137.41,-2.97
-137.41,-2.97
-137.41,-2.97
-137.41,-2.97
169.97,34.31
169.97,34.31
169.97,34.31
169.97,34.31
5.62,52.00
5.62,52.00
5.62,52.00
5.62,52.00
112.81,17.36
112.81,17.36
112.81,17.36
112.81,17.36
39.66,23.03
39.66,23.03
39.66,23.03
-14.76,10.83
-14.87,10.82
-14.87,10.82
-14.87,10.82
-19.84,-40.62
-19.84,-40.62
-19.84,-40.62
-19.84,-40.62
11.34,7.72
11.34,7.72
11.34,7.72
11.34,7.72
-133.67,-13.18
-133.67,-13.18
-133.67,-13.18
-133.67,-13.18
-143.14,13.94
-143.14,13.94
-143.14,13.94
136.67,34.33
136.67,34.33
136.67,34.33
136.67,34.33
179.64,61.51
179.64,61.51
179.64,61.51
179.64,61.51
0.76,54.40
0.76,54.40
0.76,54.40
0.76,54.40
33.42,16.54
33.42,16.54
33.42,16.54
33.42,16.54
-18.31,-41.34
-18.31,-41.34
-18.31,-41.34
-19.91,-33.11
-19.75,-33.14
-19.75,-33.14
-19.75,-33.14
-41.06,-29.49
-41.06,-29.49
-41.06,-29.49
-41.06,-29.49
-135.29,-5.78
-135.29,-5.78
-135.29,-5.78
-135.29,-5.78
113.43,-21.33
113.43,-21.33
113.43,-21.33
113.43,-21.33
0.75,48.17
0.75,48.17
0.75,48.17
178.83,41.57
-172.02,41.20
-172.02,41.20
-172.02,41.20
38.10,-19.16
38.10,-19.16
38.10,-19.16
38.10,-19.16
-31.56,-25.73
-31.56,-25.73
-31.56,-25.73
-31.56,-25.73
-38.43,3.69
-38.43,3.69
-38.43,3.69
-38.43,3.69
-21.90,-40.18
-21.90,-40.18
-21.90,-40.18
-21.90,-40.18
-136.77,14.39
-136.77,14.39
-136.77,14.39
128.52,12.39
128.52,12.39
128.52,12.39
128.52,12.39
25.48,64.49
25.48,64.49
25.48,64.49
25.48,64.49
64.04,22.15
64.04,22.15
64.04,22.15
64.04,22.15
42.86,15.87
42.86,15.87
42.86,15.87
42.86,15.87
-17.09,-24.45
-17.09,-24.45
-17.09,-24.45
31.57,11.25
31.49,11.26
31.49,11.26
31.49,11.26
133.55,39.62
133.55,39.62
133.55,39.62
133.55,39.62
-135.56,8.05
-135.56,8.05
-135.56,8.05
-135.56,8.05
117.12,17.65
117.12,17.65
117.12,17.65
117.12,17.65
24.89,49.30
24.89,49.30
24.89,49.30
25.74,39.45
32.68,36.42
32.68,36.42
32.68,36.42
39.68,-11.83
39.68,-11.83
39.68,-11.83
39.68,-11.83
-27.07,-38.56
-27.07,-38.56
-27.07,-38.56
-27.07,-38.56
19.65,-13.72
19.65,-13.72
19.65,-13.72
19.65,-13.72
-124.16,-22.31
-124.16,-22.31
-124.16,-22.31
-141.97,23.10
-139.12,22.25
-139.12,22.25
-139.12,22.25
46.65,-12.03
46.65,-12.03
46.65,-12.03
46.65,-12.03
124.67,-23.34
124.67,-23.34
124.67,-23.34
124.67,-23.34
7.74,8.18
7.74,8.18
7.74,8.18
7.74,8.18
22.43,-13.87
22.43,-13.87
22.43,-13.87
22.43,-13.87
-29.86,-37.83
-29.86,-37.83
-29.86,-37.83
-17.32,-10.48
-17.32,-10.48
-17.32,-10.48
-17.32,-10.48
-129.32,-35.06
-129.32,-35.06
-129.32,-35.06
-129.32,-35.06
-145.75,30.51
-145.75,30.51
-145.75,30.51
-145.75,30.51
24.31,31.94
24.31,31.94
24.31,31.94
142.17,47.26
149.70,53.37
149.70,53.37
149.70,53.37
40.66,22.85
40.66,22.85
40.66,22.85
40.66,22.85
28.52,13.41
28.52,13.41
28.52,13.41
28.52,13.41
-12.55,-5.25
-12.55,-5.25
-12.55,-5.25
-12.55,-5.25
3.18,25.73
3.18,25.73
3.18,25.73
3.18,25.73
-61.05,-25.40
-61.05,-25.40
-61.05,-25.40
-61.05,-25.40
-140.31,25.43
-140.31,25.43
-140.31,25.43
40.34,31.14
40.34,31.14
40.34,31.14
40.34,31.14
151.04,53.19
151.04,53.19
151.04,53.19
151.04,53.19
9.05,-17.99
9.05,-17.99
9.05,-17.99
9.05,-17.99
40.77,-6.66
40.77,-6.66
40.77,-6.66
40.77,-6.66
-23.41,-37.11
-23.41,-37.11
-23.41,-37.11
-23.41,-37.11
-11.11,-28.85
-11.11,-28.85
-11.11,-28.85
-32.69,-23.98
-32.60,-24.00
-32.60,-24.00
-32.60,-24.00
-135.05,2.38
-135.05,2.38
-135.05,2.38
-135.05,2.38
99.76,1.13
99.76,1.13
99.76,1.13
99.76,1.13
2.45,10.00
2.45,10.00
2.45,10.00
2.45,10.00
-161.29,42.78
-161.29,42.78
-161.29,42.78
-161.29,42.78
38.27,11.91
38.27,11.91
38.27,11.91
38.27,11.91
-34.62,-18.03
-34.62,-18.03
-34.62,-18.03
-7.67,-39.83
-7.67,-39.83
-7.67,-39.83
-7.67,-39.83
-26.14,-21.00
-26.14,-21.00
-26.14,-21.00
-26.14,-21.00
-104.72,-10.90
-104.72,-10.90
-104.72,-10.90
-104.72,-10.90
-170.82,-10.84
-170.82,-10.84
-170.82,-10.84
-9.34,9.79
27.52,8.79
27.52,8.79
27.52,8.79
149.10,11.61
149.18,11.62
149.18,11.62
149.18,11.62
43.97,23.40
43.97,23.40
43.97,23.40
43.97,23.40
26.47,0.20
26.47,0.20
26.47,0.20
26.47,0.20
-35.26,-35.26
-35.26,-35.26
-35.26,-35.26
-35.26,-35.26
12.01,22.25
12.01,22.25
12.01,22.25
12.01,22.25
-40.50,-19.04
-40.50,-19.04
-40.50,-19.04
-137.48,16.91
-137.42,16.89
-137.42,16.89
-137.42,16.89
69.90,-1.58
69.90,-1.58
69.90,-1.58
69.90,-1.58
64.09,25.26
64.09,25.26
64.09,25.26
64.09,25.26
106.55,15.48
106.55,15.48
106.55,15.48
106.55,15.48
41.46,8.69
41.46,8.69
41.46,8.69
44.39,9.19
-32.57,23.74
-32.57,23.74
-32.57,23.74
-42.68,6.32
-42.68,6.32
-42.68,6.32
-42.68,6.32
-19.04,-0.96
-19.04,-0.96
-19.04,-0.96
-19.04,-0.96
-121.76,-14.98
-121.76,-14.98
-121.76,-14.98
-121.76,-14.98
-163.46,30.71
-163.46,30.71
-163.46,30.71
-163.46,30.71
31.32,52.18
31.32,52.18
31.32,52.18
126.25,27.41
126.25,27.41
126.25,27.41
126.25,27.41
39.88,7.25
39.88,7.25
39.88,7.25
39.88,7.25
7.35,28.51
7.35,28.51
7.35,28.51
7.35,28.51
-40.54,-19.74
-40.54,-19.74
-40.54,-19.74
-40.54,-19.74
34.60,-14.35
34.60,-14.35
34.60,-14.35
34.60,-14.35
-114.48,-7.98
-114.48,-7.98
-114.48,-7.98
-137.78,1.33
-137.78,1.33
-137.78,1.33
-137.78,1.33
78.27,-6.29
78.27,-6.29
78.27,-6.29
78.27,-6.29
-1.78,1.43
-1.78,1.43
-1.78,1.43
-1.78,1.43
66.65,-22.89
66.65,-22.89
66.65,-22.89
66.65,-22.89
15.27,-27.74
15.27,-27.74
15.27,-27.74
15.27,-27.74
-41.35,-20.87
-41.35,-20.87
-41.35,-20.87
-41.35,-20.87
-38.64,-18.02
-38.64,-18.02
-38.64,-18.02
-22.39,-26.13
-22.39,-26.13
-22.39,-26.13
-22.39,-26.13
-135.89,10.14
-135.89,10.14
-135.89,10.14
-135.89,10.14
47.67,0.91
47.67,0.91
47.67,0.91
47.67,0.91
155.18,2.41
155.18,2.41
155.18,2.41
155.18,2.41
98.24,-7.98
98.24,-7.98
98.24,-7.98
24.96,18.80
25.05,18.79
25.05,18.79
25.05,18.79
-14.14,-25.96
-14.14,-25.96
-14.14,-25.96
-14.14,-25.96
-3.84,-31.05
-3.84,-31.05
-3.84,-31.05
-3.84,-31.05
-26.06,-38.25
-26.06,-38.25
-26.06,-38.25
-26.06,-38.25
-140.81,15.77
-140.81,15.77
-140.81,15.77
-132.92,18.36
146.02,22.71
146.02,22.71
146.02,22.71
167.11,45.31
167.11,45.31
167.11,45.31
167.11,45.31
-170.96,64.82
-170.96,64.82
-170.96,64.82
-170.96,64.82
34.67,18.40
34.67,18.40
34.67,18.40
34.67,18.40
-37.96,-22.08
-37.96,-22.08
-37.96,-22.08
-38.24,-20.70
-27.95,-23.42
-27.95,-23.42
-27.95,-23.42
-32.52,-31.75
-32.52,-31.75
-32.52,-31.75
-32.52,-31.75
-135.04,-2.14
-135.04,-2.14
-135.04,-2.14
-135.04,-2.14
138.39,35.07
138.39,35.07
138.39,35.07
138.39,35.07
169.80,34.72
169.80,34.72
169.80,34.72
64.80,1.15
64.80,1.15
64.80,1.15
64.80,1.15
39.75,10.22
39.75,10.22
39.75,10.22
39.75,10.22
-52.73,4.62
-52.73,4.62
-52.73,4.62
-52.73,4.62
11.67,-6.35
11.67,-6.35
11.67,-6.35
11.67,-6.35
-82.03,-6.81
-82.03,-6.81
-82.03,-6.81
-82.03,-6.81
-143.11,29.43
-143.11,29.43
-143.11,29.43
-46.34,36.31
22.00,51.32
22.00,51.32
22.00,51.32
135.72,27.99
135.97,28.12
135.97,28.12
135.97,28.12
41.76,18.65
41.76,18.65
41.76,18.65
41.76,18.65
11.97,-26.98
11.97,-26.98
11.97,-26.98
11.97,-26.98
-9.17,-29.46
-9.17,-29.46
-9.17,-29.46
-9.17,-29.46
25.46,27.29
25.46,27.29
25.46,27.29
144.53,38.22
-147.54,-34.80
-147.54,-34.80
-147.54,-34.80
-169.13,-8.21
-169.13,-8.21
-169.13,-8.21
-169.13,-8.21
25.67,41.79
25.67,41.79
25.67,41.79
25.67,41.79
169.22,50.80
169.22,50.80
169.22,50.80
169.22,50.80
39.43,-11.02
39.43,-11.02
39.43,-11.02
35.00,-4.77
-4.80,-5.69
-4.80,-5.69
-4.80,-5.69
-3.85,-36.88
-16.99,-35.12
-16.99,-35.12
-16.99,-35.12
31.73,-17.85
31.73,-17.85
31.73,-17.85
31.73,-17.85
-131.39,0.88
-131.39,0.88
-131.39,0.88
-131.39,0.88
165.70,5.49
165.70,5.49
165.70,5.49
165.70,5.49
13.08,34.56
13.08,34.56
13.08,34.56
13.08,34.56
107.11,-3.23
107.11,-3.23
107.11,-3.23
43.28,-3.51
43.28,-3.51
43.28,-3.51
43.28,-3.51
-20.89,-41.77
-20.89,-41.77
-20.89,-41.77
-20.89,-41.77
-45.67,7.00
-45.67,7.00
-45.67,7.00
-45.67,7.00
-29.54,-33.06
-29.54,-33.06
-29.54,-33.06
-29.54,-33.06
-146.52,-12.84
-146.52,-12.84
-146.52,-12.84
-146.52,-12.84
167.53,10.88
167.53,10.88
167.53,10.88
-1.43,54.14
-1.43,54.14
-1.43,54.14
-1.43,54.14
153.15,20.97
153.15,20.97
153.15,20.97
153.15,20.97
46.27,1.92
46.27,1.92
46.27,1.92
46.27,1.92
-32.58,-3.97
-32.58,-3.97
-32.58,-3.97
-32.58,-3.97
-37.53,-23.46
-37.53,-23.46
-37.53,-23.46
-37.53,-23.46
-19.28,-21.57
-19.28,-21.57
-19.28,-21.57
-147.30,9.59
-147.30,9.59
-147.30,9.59
-147.30,9.59
162.54,7.66
162.54,7.66
162.54,7.66
162.54,7.66
8.08,44.36
8.08,44.36
8.08,44.36
8.08,44.36
140.30,30.31
140.30,30.31
140.30,30.31
140.30,30.31
44.75,5.31
44.75,5.31
44.75,5.31
44.75,5.31
4.76,-25.20
4.76,-25.20
4.76,-25.20
4.76,-25.20
19.06,-19.27
19.06,-19.27
19.06,-19.27
25.39,14.93
25.50,14.92
25.50,14.92
25.50,14.92
-143.30,-2.97
-143.30,-2.97
-143.30,-2.97
-143.30,-2.97
170.89,28.03
170.89,28.03
170.89,28.03
170.89,28.03
28.60,37.95
28.60,37.95
28.60,37.95
28.60,37.95
165.07,24.55
165.07,24.55
165.07,24.55
16.39,-1.08
43.67,-0.81
43.67,-0.81
43.67,-0.81
12.71,-30.68
12.71,-30.68
12.71,-30.68
12.71,-30.68
-26.49,-36.62
-26.49,-36.62
-26.49,-36.62
-26.49,-36.62
2.37,-23.50
2.37,-23.50
2.37,-23.50
2.37,-23.50
-141.31,-26.99
-141.31,-26.99
-141.31,-26.99
-141.31,-26.99
-174.31,5.02
-174.31,5.02
-174.31,5.02
24.30,9.08
24.41,9.07
24.41,9.07
24.41,9.07
125.60,20.03
125.60,20.03
125.60,20.03
125.60,20.03
49.76,7.08
49.76,7.08
49.76,7.08
49.76,7.08
6.04,-7.72
6.04,-7.72
6.04,-7.72
6.04,-7.72
-33.58,-31.41
-33.58,-31.41
-33.58,-31.41
-33.58,-31.41
-32.82,-23.58
-32.82,-23.58
-32.82,-23.58
-32.82,-23.58
-143.11,-46.04
-143.11,-46.04
-143.11,-46.04
-138.20,0.00
-138.20,0.00
-138.20,0.00
-138.20,0.00
21.12,25.11
21.44,25.05
21.44,25.05
21.44,25.05
168.03,11.30
168.03,11.30
168.03,11.30
168.03,11.30
40.80,21.47
40.80,21.47
40.80,21.47
40.80,21.47
-5.13,-3.96
-5.13,-3.96
-5.13,-3.96
-5.13,-3.96
-35.46,-26.32
-35.46,-26.32
-35.46,-26.32
-35.46,-26.32
-10.93,-18.39
-10.93,-18.39
-10.93,-18.39
-168.14,-62.53
-153.90,-54.60
-153.90,-54.60
-153.90,-54.60
-142.45,14.13
-142.45,14.13
-142.45,14.13
-142.45,14.13
44.68,44.07
44.68,44.07
44.68,44.07
44.68,44.07
124.37,29.10
124.37,29.10
124.37,29.10
32.90,18.66
33.26,19.14
33.26,19.14
33.26,19.14
-10.67,-7.68
-10.67,-7.68
-10.67,-7.68
-10.67,-7.68
-37.63,-27.39
-37.63,-27.39
-37.63,-27.39
-37.63,-27.39
10.65,-18.95
10.65,-18.95
10.65,-18.95
10.65,-18.95
-39.32,-38.67
-39.32,-38.67
-39.32,-38.67
-39.32,-38.67
-135.08,3.02
-135.08,3.02
-135.08,3.02
-94.41,4.26
121.06,31.04
121.06,31.04
121.06,31.04
54.33,34.62
54.33,34.62
54.33,34.62
54.33,34.62
152.12,52.85
152.12,52.85
152.12,52.85
152.12,52.85
37.32,8.03
37.32,8.03
37.32,8.03
37.32,8.03
-26.22,-35.22
-26.22,-35.22
-26.22,-35.22
-26.22,-35.22
-22.92,-22.92
-22.92,-22.92
-22.92,-22.92
-23.93,-16.43
-10.77,-17.70
-10.77,-17.70
-10.77,-17.70
-150.44,15.00
-150.44,15.00
-150.44,15.00
-150.44,15.00
114.40,15.19
114.40,15.19
114.40,15.19
114.40,15.19
18.96,45.18
18.96,45.18
18.96,45.18
18.96,45.18
6.61,40.35
6.61,40.35
6.61,40.35
3.71,-26.59
41.81,-19.47
41.81,-19.47
41.81,-19.47
-18.77,-24.03
-18.77,-24.03
-18.77,-24.03
-18.77,-24.03
-38.34,-24.84
-38.34,-24.84
-38.34,-24.84
-38.34,-24.84
-10.42,-35.53
-10.42,-35.53
-10.42,-35.53
-10.42,-35.53
-137.68,-40.70
-137.68,-40.70
-137.68,-40.70
-144.31,-34.41
-166.07,-16.09
-166.07,-16.09
-166.07,-16.09
34.75,30.36
34.75,30.36
34.75,30.36
34.75,30.36
161.44,-11.33
161.44,-11.33
161.44,-11.33
161.44,-11.33
42.09,3.84
42.09,3.84
42.09,3.84
42.09,3.84
2.70,-22.45
2.70,-22.45
2.70,-22.45
2.70,-22.45
-38.22,-28.95
-38.22,-28.95
-38.22,-28.95
-38.22,-28.95
-8.67,-39.78
-8.67,-39.78
-8.67,-39.78
-46.06,-42.56
-46.06,-42.56
-46.06,-42.56
-46.06,-42.56
-138.53,20.52
-138.53,20.52
-138.53,20.52
-138.53,20.52
103.89,-2.97
103.89,-2.97
103.89,-2.97
103.89,-2.97
158.26,18.71
158.26,18.71
158.26,18.71
38.84,32.89
36.36,47.54
36.36,47.54
36.36,47.54
5.82,11.36
5.82,11.36
5.82,11.36
5.82,11.36
-33.92,-33.58
-33.92,-33.58
-33.92,-33.58
-33.92,-33.58
10.70,-32.42
10.70,-32.42
10.70,-32.42
10.70,-32.42
-173.62,-44.42
-173.62,-44.42
-173.62,-44.42
-173.62,-44.42
-139.72,20.60
-139.72,20.60
-139.72,20.60
138.83,46.69
138.83,46.69
138.83,46.69
138.83,46.69
129.03,38.39
129.03,38.39
129.03,38.39
129.03,38.39
35.64,21.52
35.64,21.52
35.64,21.52
35.64,21.52
16.62,-3.74
16.62,-3.74
16.62,-3.74
16.62,-3.74
-20.98,-25.34
-20.98,-25.34
-20.98,-25.34
-24.44,-0.11
44.64,-0.08
44.64,-0.08
44.64,-0.08
-141.37,-34.00
-141.37,-34.00
-141.37,-34.00
-141.37,-34.00
-160.71,27.65
-160.71,27.65
-160.71,27.65
-160.71,27.65
39.61,22.54
39.61,22.54
39.61,22.54
39.61,22.54
149.44,36.21
149.44,36.21
149.44,36.21
36.37,28.86
30.41,31.13
30.41,31.13
30.41,31.13
-7.41,8.30
-7.41,8.30
-7.41,8.30
-7.41,8.30
-5.24,-40.77
-5.24,-40.77
-5.24,-40.77
-5.24,-40.77
31.20,0.81
31.20,0.81
